,prod_name,rating,rating_count,desc,profile,vitolas,Binder,Filler,Flavored,Has Tip,More Details,Origin,Pressed,Profile,Shapes,Sweet,Wrapper,Brand:
770,H. Upmann by AJ Fernandez,Rated 4.57 out of 5, Based on 84 Ratings ,"With over 170 years of quality production under its belt, H. Upmann may not feel it necessary to collaborate. With a portfolio of cigars that keeps well in touch with a rich Cuban heritage, H. Upmann has kept to its roots very well and has developed a deserved following because of it. Fortunately for cigar enthusiasts everywhere, they’re open to partnering with some of the other bigs in the industry.Working with blend master AJ Fernandez, H. Upmann has put together a bold yet classic blend that will appeal to all types of palates. This medium to full-bodied cigar is made of Ecuadorian Sumatra wrapper surrounding Criollo ‘91 and Piloto Cubano fillers for a sweet but balanced taste that exude delicious hints of cocoa, spice, and roasted nuts. A delicious finish befitting the regal and historic H. Upmann name.Great news! H. Upmann by AJ Fernandez very quickly received a 90-rating. The review notes, “This well-made robusto has an even draw that offers notes of black cherry and nuts with a sweet vanilla oakiness.”",Medium-Full,"['Churchill', 'Petite Corona', 'Robusto', 'Toro']",Nicaraguan,"Dominican, Nicaraguan",False,No,More Details,Nicaragua,Varies,,"Churchill, Petite Corona, Robusto, Toro",Varies,Ecuador Sumatra,H. Upmann
771,H. Upmann by AJ Fernandez Finca La Lilia 2009,Rated 4.57 out of 5,,"A collaboration that was worth the wait!For 170 years, H. Upmann has worked endlessly to establish a portfolio that honors Cuban heritage. From production of cigars using time-honored traditions, to utilizing only the best tobacco for their cigars, H. Upmann has become a well-known name in the cigar industry. Collaborating with AJ Fernandez, another legend in the industry, was a move that advanced both names even further into success.  The gem I present to you today is the H. Upmann Nicaragua by AJ Fernandez Finca La Lilia 2009, the follow-up release to their very first collaboration. Released in a limited edition 6 x 60 size, the blend is similar to the original, with some significant improvements. A Nicaraguan Corojo 99 binder covers Dominican and Nicaraguan long-fillers, including tobacco from the 2009 crop produced at AJ Fernandez’s farm in Nicaragua, Finca La Lillia. Utilizing a higher priming of the Ecuadorian Sumatra wrapper this time around, the cigar has a darker color and added strength, generating a medium to full-bodied profile with notes of oatmeal, walnuts, cedar, white pepper and some natural sweetness. Just 375 boxes were made, so secure your box while you have the chance.",Medium-Full,['Gordo'],"Corojo, Criollo, Nicaraguan","Dominican, Nicaraguan",False,No,More Details,Nicaragua,False,,Gordo,False,Ecuador Sumatra,H. Upmann
772,H. Upmann Connecticut,Rated 4.67 out of 5, Based on 3 Ratings ,"Better rename them the ‘Groupo de Connecticut’ The blenders behind numerous successful Montecristo, Romeo, and H. Upmann releases, ‘Groupo de Maestros’ may not be a household name but you’ve likely had a cigar that’s a result of their work. Today, they turn their eye to revitalizing the mellow-bodied cigar, attempting to offer up a cigar that’ll deliver all the flavor a contemporary cigar lover wants, without making it a full-bodied, Nicaraguan powerhouse. And luckily, they hit it out of the park. Crafted in the Dominican Republic, H. Upmann Connecticut features a gorgeously smooth Ecuadorian Connecticut wrapper. The only thing smoother than this wrapper leaf? The flavor (and that transition, if I do say so myself). Loads of sweet cream hit the palate, with the slightest hints of pepper and a roasted, nutty core.  ",Mellow-Medium,"['Churchill', 'Robusto', 'Toro']",Dominican,"Dominican, Nicaraguan",False,No,More Details,Dominican Republic,No,,"Churchill, Robusto, Toro",No,Ecuador Connecticut,H. Upmann
773,H. Upmann Fumas,Rated 4.23 out of 5, Based on 66 Ratings ,"A Fuma You Can't Shake a Stick At!As one of the oldest cigar brands around, H. Upmann is sure to be in your humidors. With a wide variety of strengths and flavor profiles to choose from in his large collection, H. Upmann delivers everything but the kitchen sink to please any cigar enthusiast. From classic blends like the 1844 Reserve to more modern cigars in the line up like Legacy and The Banker, H. Upmann cigars aim for excellence. And H. Upmann Fumas are no exception. This budget friendly blend is comprised of Nicaraguan Habano mixed filler and wrapped in an Indonesian Besuki leaf. A well-aged cigar, Fumas offers notes of spice, caramel, cream, and black pepper. Stock up on this affordable everyday premium at CI where you’ll find everyday low prices.",Medium,"['Churchill', 'Robusto', 'Toro']",,Nicaraguan,False,No,More Details,Nicaragua,No,,"Churchill, Robusto, Toro",No,Indonesian,H. Upmann
774,H. Upmann Herman's Batch,Rated 5 out of 5, Based on 1 Rating ,"Crafted to the personal tastes of the man himself.In 1843, a German import/export banker moved to Cuba to secure assets and grow his clientele. He took a liking to the island, and after establishing his business reputation, began making cigars a year later. The man’s name was Herman Upmann, and he named the brand he developed after himself. H. Upmann remains a prominent name in cigar shops more than 175 years later, and the newest H. Upmann cigar not only pays tribute to this great man but is also crafted as a modern take on those original Upmann cigars from way back in 1844.For the blend, an Ecuador-grown Habano wrapper leaf covers a Dominican binder and long-fillers from the Dominican and the Condega & Esteli regions of Nicaragua. This decidedly modern mix of tobaccos produces a classic, wood-forward profile with ample complexity and undertones of spice, cocoa, and cinnamon that hearkens back to the taste of cigars from yesteryear. Now don your top hat & double-breasted vest, grab a box of Herman’s Batch, and be the first on your block to light up like a 19th-century socialite.",Medium,"['Corona Gordo', 'Lonsdale', 'Robusto', 'Toro']",Dominican,"Dominican, Nicaraguan",False,,More Details,Dominican Republic,No,,"Corona Gordo, Lonsdale, Robusto, Toro",No,Ecuador Habano,H. Upmann
775,H. Upmann Hispaniola by Jose Mendez,Rated 5 out of 5, Based on 1 Rating ,"A taste of the Greater Antilles.H. Upmann has a strong history of success in the cigar business that’s entirely their own, but this doesn’t preclude them from joining forces with other names in the industry. Big or small, these collaborations produce truly special releases that benefit not only themselves but the industry as a whole. The A.J. Fernandez and Grupo de Maestros versions were instantly well-received, and their newest collaboration is with famed tobacco producer Jose Mendez, with a goal to pay tribute to the nearly forgotten Dominican tobacco processes native to the island of Hispaniola.This medium to full-bodied gen contains tobacco from several different farms and growing regions in the Dominican, including Andullo and Pilotico. The binder is Dominican and the wrapper is a sultry Ecuador Sumatra leaf, producing uniquely creamy and complex notes of nuts, cedar, and toast. Jose Mendez pulled out all the stops for this exceptional blend, so grab a box and get a taste of olde-world Hispaniola.",Medium-Full,"['Belicoso', 'Robusto', 'Toro']",Dominican,Dominican,False,False,More Details,Dominican Republic,No,,"Belicoso, Robusto, Toro",No,Ecuador Sumatra,H. Upmann
776,H. Upmann Legacy Nicaragua,Rated 3.82 out of 5, Based on 200 Ratings ,"The perfect mistakeJoin me on a quick journey, we’re going back to the past… I’ve got a story to tell that you’ll find most interesting. Right around 2014, the blenders behind H. Upmann had finally finished crafting their newest cigar: the Legacy Nicaragua. Rolled in one size, a gorgeous 6”x54 Torpedo, they sent a huge order to the factory in anticipation of the release… but the release never came. Join me now, in 2017, where we stare down these three-year-aged, perfectly blended beauties that never were. H. Upmann Legacy Nicaragua never received an official release, so you won’t find any fancy packaging or boxes here. What you will find, however, is a handmade cigar utilizing 100% Nicaraguan grown tobaccos for the wrapper, filler, and binder. After taking a cedar nap for over three years, each cigar comes equipped with rich flavor, handsomely delivering notes of cedar, spice, earth, and almonds on each puff. You’ll never find aged H. Upmanns going this low again, so I’d heartily recommend you secure yourself a bundle today. ",Medium,['Belicoso'],Nicaraguan,Nicaraguan,False,No,More Details,Honduras,No,,Belicoso,No,"Nicaraguan, Sumatra",
777,H. Upmann Media Noche,Rated 4.09 out of 5, Based on 66 Ratings ,"The dark side of Upmann.The third installment in the Media Noche family comes complements of H. Upmann, a storied brand with over 170 years of cigar making tradition. This rich, delicious blend brings the flavor in spades, leading to an extremely balanced maduro profile you'll always remember.Crafted with an oily, dark Pennsylvania Broadleaf maduro wrapper and a well-blended ensemble of Dominican long-fillers, H. Upmann Media Noche delivers a sweet, chewy profile filled with nuances of oak, leather, espresso, and a delicious smoky-sweet finish. Medium in body, but layered with flavor, this well-balanced blend is smooth and satisfying down to the last puff. ",Medium,"['Belicoso', 'Churchill', 'Gordo', 'Robusto', 'Toro']",Dominican,Dominican,False,No,More Details,Dominican Republic,No,,"Belicoso, Churchill, Gordo, Robusto, Toro",No,Pennsylvania Broadleaf,H. Upmann
778,H. Upmann Perlado,Rated 4.67 out of 5, Based on 18 Ratings ,"The true hidden gemAfter the success of the new fan-favorite Romeo y Julieta Perlado and Montecristo Perlado, it was natural there’d be a successor to the throne. Today, we welcome that new cigar… sort of. Feast your eyes on the H. Upmann Perlado, a new blend that’s sure to get some attention. The bad news? This cigar was crafted in a single size, without boxes, meant to be used only for promotional purposes and special events. The good news? We got our hands on a ton of them, and in true CI fashion, we’re delivering them straight to the people. Featuring a Sumatra Java wrapper leaf overtop US and Dominican fillers, this ultra-smooth Perlado comes in a little fuller than its brethren. Things never dip above a medium-bodied profile, though. The flavor is excellent, delivering a smooth sipper of a cigar that’s charming all the way down to the nub. In short, if you loved either of the last two Perlados, or just appreciate a good, Cuban-esque blend, you’ll find plenty more to love here.",Medium,"['Churchill', 'Robusto', 'Toro']",Dominican,"Dominican, United States",False,No,More Details,Dominican Republic,No,,"Churchill, Robusto, Toro",No,Sumatra,H. Upmann
779,H. Upmann Reserve Maduro,Rated 5 out of 5, Based on 1 Rating ,"Darth Upmann says, ""Come to the dark side.""H. Upmann has been shelling out premium blends for well over 150 years. Their staying power in undeniable and their offerings only seem to get better with age. For their next trick, H. Upmann went better and bolder, delivering a strong and complex, medium to full-bodied treat aimed to please the veterans of the leaf.Cloaked in a seamless, oil-soaked, dark chocolate-colored San Andres Morrón wrapper, Reserve Maduro is simply a thing of beauty. Ultra-refined long-fillers from Honduras and Nicaragua combine with a vintage Nicaraguan binder to deliver a spicy array of flavors including white pepper, oak, leather, and sweet cream. H. Upmann Reserve Maduro received a well-deserved 91-rating noting: “This cigar wears a silky wrapper the color of chocolate and is finished with an attractive cap. The draw is a bit firm but offers a spicy, cedary profile with some cocoa notes on the finish. An enjoyable, medium-bodied cigar.”​",Mellow-Medium,['Robusto'],Nicaraguan,"Honduran, Nicaraguan",False,No,More Details,Honduras,No,,Robusto,No,San Andres,
